experiment_id,experiment_name,run_id,profile,source_artifact,variant,baseline,condition,world_count,route_length,cue_count,corruption_rate,budget_ratio,metric,mean,std,sem,ci_low,ci_high,effect_size,comparison,panel,caveat,manuscript_claim_id
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_context_gated_transition_table,,hard clean supplied-context baseline slice,32,16,,,,route_table_accuracy_all,1.0,0.0,0.0,1.0,1.0,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_context_gated_transition_table,,hard clean supplied-context baseline slice,32,16,,,,composition_accuracy_seen_routes,1.0,0.0,0.0,1.0,1.0,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_context_gated_transition_table,,hard clean supplied-context baseline slice,32,16,,,,composition_accuracy_suffix_routes,1.0,0.0,0.0,1.0,1.0,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_context_gated_transition_table,,hard clean supplied-context baseline slice,32,16,,,,first_step_context_accuracy,1.0,0.0,0.0,1.0,1.0,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_route_endpoint_memorizer,,hard clean supplied-context baseline slice,32,16,,,,route_table_accuracy_all,0.0,0.0,0.0,0.0,0.0,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_route_endpoint_memorizer,,hard clean supplied-context baseline slice,32,16,,,,composition_accuracy_seen_routes,1.0,0.0,0.0,1.0,1.0,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_route_endpoint_memorizer,,hard clean supplied-context baseline slice,32,16,,,,composition_accuracy_suffix_routes,0.0,0.0,0.0,0.0,0.0,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_route_endpoint_memorizer,,hard clean supplied-context baseline slice,32,16,,,,first_step_context_accuracy,0.0,0.0,0.0,0.0,0.0,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_shared_transition_table,,hard clean supplied-context baseline slice,32,16,,,,route_table_accuracy_all,0.939453125,0.0,0.0,0.939453125,0.939453125,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
Exp13.2,baseline_suite,exp13_2_full_20260507_165813,full,experiments/experiment13_2_baseline_suite/analysis/exp13_2_full_20260507_165813/exp13_2_summary.csv,baseline_shared_transition_table,,hard clean supplied-context baseline slice,32,16,,,,composition_accuracy_seen_routes,0.03125,0.0,0.0,0.03125,0.03125,,,,Exp13.2 is a symbolic/algorithmic baseline suite. Oracle context-gated lookup matches CIRM under clean supplied context; do not claim broad neural superiority.,"C2,C3,C4,C12"
